_generated_by,openspec/changes/left-column-pattern/evidence/headline-facts.py
_note,synthetic — every row is read from a served QA store generated by scripts/gen_qa_e2e_db.py; no patient data. Columns prefixed ref_ are reference-only (Finding case file) and are never template slots.
source,window_key,window_label,start_min,end_min,id,register,kind,title,priority,tier,parameter,label,span,direction,asserts_move,lean,current,recommended,estimate,support,reason,annotation,members,lever,appearances,episodes,evidence,verdict_counts,verdict_counts_by_family,chips,window_scope,past_setting,programmed_now,regime_end,run_ids,event_chart,ev_family,ev_roster_count,ev_directional_support_count,ev_excluded_night_count,ev_roster_glucose_mean,ev_safety_status,ev_current,ev_recommended,ev_estimate,ev_detected_windows,ev_qualifying_windows,ev_qualifying_steps,ev_direction,ev_block_state,ev_support,ev_effective_support,ev_examined_runs,ev_excluded_runs,ref_claimed,ref_denominator,ref_noun,ref_verdict_counts,ref_event_anchor,ref_event_counts,ref_comparison
showcase,evening,Evening,1080,1440,finding:correction_on_iob,finding,habit,Correction on active insulin,,noted,,,,,,,,,,,,,,correction_on_iob,"[{""family"": ""lows"", ""m"": 1, ""n"": 1, ""noun"": ""lows""}]",1,"[{""date"": ""2024-06-29"", ""ep_id"": ""2024-06-30-ep32"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-29 22:00:00"", ""verdict"": ""fired""}]","{""clean"": 0, ""fired"": 1, ""near_miss"": 0, ""no_data"": 0, ""outranked"": 0}","{""lows"": {""clean"": 0, ""fired"": 1, ""near_miss"": 0, ""no_data"": 0, ""outranked"": 0}}","[""lows""]",window,,,,,"{""lever"": ""correction_on_iob"", ""window"": {""end_min"": 1440, ""label"": ""18:00\u201324:00"", ""scoped"": true, ""start_min"": 1080}}",,,,,,,,,,,,,,,,,,,1,1,lows,"{""clean"": 0, ""fired"": 1, ""near_miss"": 0, ""no_data"": 0, ""outranked"": 0}",Low excursion,"{""comparison"": 0, ""matched"": 1, ""nearly_matched"": 0, ""not_comparable"": 0}","{""name"": ""Other low excursions"", ""state"": ""unavailable""}"
showcase,evening,Evening,1080,1440,isf,held,setting,ISF,,noted,isf,Fasting,,,False,,40.0,,"{""confidence"": 0.8, ""hi"": -0.0, ""lo"": -0.0, ""method"": ""bootstrap-ols-isf-clustered"", ""n"": 3426, ""n_clusters"": 29, ""value"": -0.0, ""wide"": false}","{""n"": 29, ""noun"": ""fasting nights"", ""run_days"": 30}",rescue-carb history doesn't cover this window,rescue-carb history doesn't cover this window,,,,,,,,[],whole_day,,,,,,isf_rest_window_evidence,,,,,,,,,29,29,3426,,,,,,,,,,,,,
showcase,evening,Evening,1080,1440,ich1_WzAsMTQ0MCwiMTIiXQ,history,setting,Carb ratio All day. Past setting.,,noted,carb_ratio,All day,"{""end_min"": 1440, ""label"": ""00:00 to 24:00"", ""start_min"": 0}",,,,,,"{""confidence"": 0.8, ""hi"": 12.0, ""lo"": 12.0, ""method"": ""bootstrap-pooled-ratio-clustered"", ""n"": 14, ""n_clusters"": 14, ""value"": 12.0, ""wide"": false}",14,,"When Carb ratio was 12 g/U, 14 meal runs measured 12 g/U (CI 12–12). Past setting. No change suggested.",,,,,,,,[],window,12.0,10.0,2024-06-16T00:00:00,"[""icr1_WyIyMDI0LTA2LTAyVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTAzVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA0VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA1VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA2VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA3VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA4VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA5VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTEwVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTExVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTEyVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTEzVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTE0VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTE1VDA4OjAwOjAwIl0""]",,,,,,,,,,,,,,,,,,,,,,,,,,
showcase,all,24 h,,,basal:180-240,assert,setting,Basal 03:00 to 04:00 · lower,55,next_in_line,basal_rate,03:00 to 04:00,"{""end_min"": 240, ""label"": ""03:00 to 04:00"", ""start_min"": 180}",lower,,,,,,"{""n"": 30, ""noun"": ""nights of steady data"", ""run_days"": 30}",,one cautious step down is supported at this time,"[{""current"": 0.6, ""days"": 30, ""estimate"": {""confidence"": 0.8, ""hi"": 0.48, ""lo"": 0.48, ""method"": ""bootstrap-median"", ""n"": 30, ""value"": 0.48, ""wide"": false}, ""recommended"": 0.48, ""start_min"": 180}, {""current"": 0.6, ""days"": 30, ""estimate"": {""confidence"": 0.8, ""hi"": 0.48, ""lo"": 0.48, ""method"": ""bootstrap-median"", ""n"": 30, ""value"": 0.48, ""wide"": false}, ""recommended"": 0.48, ""start_min"": 210}]",,,,,,,"[""lows""]",window,,,,,,basal_night_evidence,30,30,0,120.0,lower,0.6,0.48,"{""confidence"": 0.8, ""hi"": 0.48, ""lo"": 0.48, ""value"": 0.48}",,,,,,,,,,,,,,,,
showcase,all,24 h,,,finding:over_treated_low,finding,habit,Over-treated low,22,worth_a_look,,,,,,,,,,,,,,over_treated_low,"[{""family"": ""lows"", ""m"": 5, ""n"": 1, ""noun"": ""lows""}]",1,"[{""date"": ""2024-06-26"", ""ep_id"": ""2024-06-26-ep27"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-26 13:55:00"", ""verdict"": ""fired""}, {""date"": ""2024-06-27"", ""ep_id"": ""2024-06-27-ep28"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-27 12:10:00"", ""verdict"": ""near_miss""}, {""date"": ""2024-06-28"", ""ep_id"": ""2024-06-28-ep29"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-28 12:10:00"", ""verdict"": ""clean""}, {""date"": ""2024-06-28"", ""ep_id"": ""2024-06-28-ep30"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-28 16:10:00"", ""verdict"": ""no_data""}, {""date"": ""2024-06-29"", ""ep_id"": ""2024-06-30-ep32"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-29 22:00:00"", ""verdict"": ""outranked""}]","{""clean"": 1, ""fired"": 1, ""near_miss"": 1, ""no_data"": 1, ""outranked"": 1}","{""lows"": {""clean"": 1, ""fired"": 1, ""near_miss"": 1, ""no_data"": 1, ""outranked"": 1}}","[""highs""]",window,,,,,"{""lever"": ""over_treated_low"", ""window"": {""end_min"": null, ""label"": null, ""scoped"": false, ""start_min"": null}}",,,,,,,,,,,,,,,,,,,1,5,lows,"{""clean"": 1, ""fired"": 1, ""near_miss"": 1, ""no_data"": 1, ""outranked"": 1}",Low excursion,"{""comparison"": 3, ""matched"": 1, ""nearly_matched"": 1, ""not_comparable"": 3}","{""name"": ""Other low excursions"", ""state"": ""available""}"
showcase,all,24 h,,,finding:correction_on_iob,finding,habit,Correction on active insulin,,noted,,,,,,,,,,,,,,correction_on_iob,"[{""family"": ""lows"", ""m"": 5, ""n"": 1, ""noun"": ""lows""}]",1,"[{""date"": ""2024-06-26"", ""ep_id"": ""2024-06-26-ep27"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-26 13:55:00"", ""verdict"": ""outranked""}, {""date"": ""2024-06-27"", ""ep_id"": ""2024-06-27-ep28"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-27 12:10:00"", ""verdict"": ""clean""}, {""date"": ""2024-06-28"", ""ep_id"": ""2024-06-28-ep29"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-28 12:10:00"", ""verdict"": ""clean""}, {""date"": ""2024-06-28"", ""ep_id"": ""2024-06-28-ep30"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-28 16:10:00"", ""verdict"": ""clean""}, {""date"": ""2024-06-29"", ""ep_id"": ""2024-06-30-ep32"", ""family"": ""lows"", ""kind"": ""low"", ""t"": ""2024-06-29 22:00:00"", ""verdict"": ""fired""}]","{""clean"": 3, ""fired"": 1, ""near_miss"": 0, ""no_data"": 0, ""outranked"": 1}","{""lows"": {""clean"": 3, ""fired"": 1, ""near_miss"": 0, ""no_data"": 0, ""outranked"": 1}}","[""lows""]",window,,,,,"{""lever"": ""correction_on_iob"", ""window"": {""end_min"": null, ""label"": null, ""scoped"": false, ""start_min"": null}}",,,,,,,,,,,,,,,,,,,1,5,lows,"{""clean"": 3, ""fired"": 1, ""near_miss"": 0, ""no_data"": 0, ""outranked"": 1}",Low excursion,"{""comparison"": 4, ""matched"": 1, ""nearly_matched"": 0, ""not_comparable"": 4}","{""name"": ""Other low excursions"", ""state"": ""available""}"
showcase,all,24 h,,,finding:meal_bolus_short,finding,habit,Meal bolus fell short,,noted,,,,,,,,,,,,,,meal_bolus_short,"[{""family"": ""meals"", ""m"": 32, ""n"": 1, ""noun"": ""meals""}]",1,"[{""date"": ""2024-06-25"", ""ep_id"": ""2024-06-25-ep25"", ""family"": ""highs"", ""kind"": ""high"", ""t"": ""2024-06-25 14:00:00"", ""verdict"": ""fired""}, {""date"": ""2024-06-26"", ""ep_id"": ""2024-06-26-ep27"", ""family"": ""highs"", ""kind"": ""high"", ""t"": ""2024-06-26 14:35:00"", ""verdict"": ""near_miss""}]","{""clean"": 0, ""fired"": 1, ""near_miss"": 1, ""no_data"": 0, ""outranked"": 0}","{""highs"": {""clean"": 0, ""fired"": 1, ""near_miss"": 1, ""no_data"": 0, ""outranked"": 0}}","[""highs"", ""meals""]",window,,,,,,,,,,,,,,,,,,,,,,,,1,32,meals,"{""clean"": 31, ""fired"": 1, ""near_miss"": 0, ""no_data"": 0, ""outranked"": 0}",Completed carb bolus,"{""comparison"": 31, ""matched"": 1, ""nearly_matched"": 0, ""not_comparable"": 31}","{""name"": ""Other completed carb-bolus meals"", ""state"": ""available""}"
showcase,all,24 h,,,ich1_WzAsMTQ0MCwiMTIiXQ,history,setting,Carb ratio All day. Past setting.,,noted,carb_ratio,All day,"{""end_min"": 1440, ""label"": ""00:00 to 24:00"", ""start_min"": 0}",,,,,,"{""confidence"": 0.8, ""hi"": 12.0, ""lo"": 12.0, ""method"": ""bootstrap-pooled-ratio-clustered"", ""n"": 14, ""n_clusters"": 14, ""value"": 12.0, ""wide"": false}",14,,"When Carb ratio was 12 g/U, 14 meal runs measured 12 g/U (CI 12–12). Past setting. No change suggested.",,,,,,,,[],window,12.0,10.0,2024-06-16T00:00:00,"[""icr1_WyIyMDI0LTA2LTAyVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTAzVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA0VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA1VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA2VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA3VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA4VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTA5VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTEwVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTExVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTEyVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTEzVDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTE0VDA4OjAwOjAwIl0"", ""icr1_WyIyMDI0LTA2LTE1VDA4OjAwOjAwIl0""]",,,,,,,,,,,,,,,,,,,,,,,,,,
basal-insufficient-seven-night,overnight,Overnight,0,360,basal:180-210,held,setting,Basal 03:00 · leaning lower,,noted,basal_rate,03:00,"{""end_min"": 210, ""label"": ""03:00"", ""start_min"": 180}",,,lower,0.6,0.48,"{""confidence"": 0.8, ""hi"": 0.48, ""lo"": 0.48, ""method"": ""bootstrap-median"", ""n"": 7, ""value"": 0.48, ""wide"": false}","{""n"": 7, ""noun"": ""nights of steady data"", ""run_days"": 30}",insufficient evidence,not enough nights of steady data yet to point one way,"[{""current"": 0.6, ""days"": 7, ""estimate"": {""confidence"": 0.8, ""hi"": 0.48, ""lo"": 0.48, ""method"": ""bootstrap-median"", ""n"": 7, ""value"": 0.48, ""wide"": false}, ""recommended"": 0.48, ""start_min"": 180}]",,,,,,,[],window,,,,,,basal_night_evidence,7,7,0,120.0,insufficient evidence,0.6,0.48,"{""confidence"": 0.8, ""hi"": 0.48, ""lo"": 0.48, ""value"": 0.48}",,,,,,,,,,,,,,,,
basal-insufficient-seven-night,overnight,Overnight,0,360,basal:0-180,blind,setting,Basal 00:00 to 03:00,,noted,basal_rate,00:00 to 03:00,"{""end_min"": 180, ""label"": ""00:00 to 03:00"", ""start_min"": 0}",,,,,,,"{""n"": 0, ""noun"": ""nights of steady data"", ""run_days"": 30}",no data,no nights of steady data at this time yet,"[{""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 0}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 30}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 60}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 90}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 120}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 150}]",,,,,,,[],window,,,,,,basal_night_evidence,0,0,0,,no data,0.6,,"{""confidence"": 0.8, ""hi"": null, ""lo"": null, ""value"": null}",,,,,,,,,,,,,,,,
basal-insufficient-seven-night,overnight,Overnight,0,360,basal:210-1440,blind,setting,Basal 03:30 to 24:00,,noted,basal_rate,03:30 to 24:00,"{""end_min"": 1440, ""label"": ""03:30 to 24:00"", ""start_min"": 210}",,,,,,,"{""n"": 0, ""noun"": ""nights of steady data"", ""run_days"": 30}",no data,no nights of steady data at this time yet,"[{""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 210}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 240}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 270}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 300}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 330}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 360}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 390}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 420}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 450}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 480}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 510}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 540}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 570}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 600}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 630}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 660}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 690}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 720}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 750}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 780}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 810}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 840}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 870}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 900}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 930}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 960}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 990}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1020}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1050}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1080}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1110}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1140}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1170}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1200}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1230}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1260}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1290}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1320}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1350}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1380}, {""current"": 0.6, ""days"": 0, ""estimate"": {""confidence"": 0.8, ""hi"": null, ""lo"": null, ""method"": ""none"", ""n"": 0, ""value"": null, ""wide"": true}, ""recommended"": null, ""start_min"": 1410}]",,,,,,,[],window,,,,,,basal_night_evidence,0,0,0,,no data,0.6,,"{""confidence"": 0.8, ""hi"": null, ""lo"": null, ""value"": null}",,,,,,,,,,,,,,,,
